timestamp,open,high,low,close,volume
2019-07-24,35.2900,36.1100,34.7500,35.8200,2624809
2019-07-23,35.4600,35.7500,34.8000,35.0700,1435617
2019-07-22,34.7700,35.8226,34.4000,35.2500,3325735
2019-07-19,34.6500,35.3500,34.4400,34.6500,1828712
2019-07-18,34.1700,34.6600,33.8150,34.4200,2783073
2019-07-17,34.8200,35.0846,34.1300,34.3100,1858688
2019-07-16,35.4200,35.7000,34.7650,35.2100,1555535
2019-07-15,35.2500,35.5100,34.7600,35.1700,1353330
2019-07-12,36.2000,36.2000,35.0100,35.1700,1335617
2019-07-11,36.1400,36.1550,35.6500,36.0000,1069250
2019-07-10,36.2700,37.0000,35.5300,36.0800,3968749
2019-07-09,34.9600,36.3400,34.8300,35.5700,3640029
2019-07-08,35.4800,35.4800,33.9900,35.3600,2876307
2019-07-05,35.5200,35.9600,35.0900,35.7100,1746040
2019-07-03,35.5400,35.7200,34.9300,35.6900,1917104
2019-07-02,34.3200,35.2725,33.6900,35.1400,2697204
2019-07-01,33.9000,34.8500,33.8000,34.2700,3930811
2019-06-28,33.9600,34.0800,32.1500,33.2200,3354579
2019-06-27,34.0300,34.3000,33.3000,33.7700,1909668
2019-06-26,34.0000,34.1500,33.2800,33.8100,5671432
2019-06-25,34.4200,34.8400,33.1200,33.4200,2939944
2019-06-24,34.5000,34.5999,33.9400,34.1900,2972546
2019-06-21,32.3100,34.7500,32.3000,34.4500,7590932
2019-06-20,32.0100,32.3500,31.0800,32.3000,6072594
2019-06-19,31.5800,31.5900,30.5400,31.4900,4677801
2019-06-18,30.4500,31.8900,30.4001,31.2600,4281187
2019-06-17,29.9800,30.3000,29.6200,29.9500,2548486
2019-06-14,30.6100,30.7400,29.7774,29.9600,2859404
2019-06-13,32.4400,32.4400,30.5900,30.7600,2895065
2019-06-12,30.0100,31.4100,29.7800,31.2200,3704948
2019-06-11,31.0000,31.1000,29.4400,30.4900,3522238
2019-06-10,31.0800,31.1000,30.5600,30.8000,2040153
2019-06-07,29.9400,30.9900,29.8700,30.8500,2711681
2019-06-06,29.2500,29.8850,29.0000,29.7400,3227133
2019-06-05,28.9500,29.4700,28.1100,29.2300,2237061
2019-06-04,28.1900,28.7600,27.3800,28.7300,4153113
2019-06-03,28.4400,28.9865,27.5200,27.9700,2960828
2019-05-31,28.0200,28.7900,27.7015,28.4400,2254259
2019-05-30,28.4200,29.0400,27.9475,28.3700,3420058
2019-05-29,29.1000,29.1300,27.9500,28.3300,3241265
2019-05-28,29.9800,30.6200,29.1300,29.1900,3733995
2019-05-24,30.6100,31.4000,29.7200,29.9900,3713381
2019-05-23,31.1000,31.1000,29.9546,30.5900,6177875
2019-05-22,30.8700,32.0000,28.8000,31.5000,23991995
2019-05-21,26.2500,26.7500,25.2600,25.3900,6979536
2019-05-20,26.4100,26.4100,24.5900,25.8000,8024708
2019-05-17,26.9400,26.9400,26.3350,26.6700,5432826
2019-05-16,25.7500,27.2000,25.6000,26.9300,6364419
2019-05-15,24.7600,25.7400,24.6500,25.6000,3443484
2019-05-14,24.9000,25.0000,24.4500,24.9200,6061511
2019-05-13,25.0200,25.1800,23.4000,24.3800,6154127
2019-05-10,24.6100,25.8600,24.5600,25.6900,4227333
2019-05-09,24.3000,24.8250,23.9200,24.7400,1877049
2019-05-08,24.3200,25.1900,24.0000,24.5900,5404965
2019-05-07,24.9800,25.0800,23.9400,24.3000,4911155
2019-05-06,24.2600,25.2900,24.0600,25.1900,2790101
2019-05-03,25.0000,25.5700,24.7300,25.2000,2705093
2019-05-02,25.0000,25.2000,23.0600,24.7000,3958660
2019-05-01,25.1300,25.7900,24.8900,24.9700,3918891
2019-04-30,25.3000,25.4300,24.6694,24.8900,2142081
2019-04-29,25.5600,26.3000,25.2000,25.3600,8093744
2019-04-26,24.5300,25.7900,24.2800,25.5500,5907948
2019-04-25,24.4500,24.6000,24.0700,24.3500,2400803
2019-04-24,24.4200,24.8600,24.2100,24.5000,2897977
2019-04-23,23.9400,24.8200,23.9400,24.4200,6384887
2019-04-22,22.7800,23.8500,22.6000,23.6800,4178856
2019-04-18,22.9400,23.1600,22.4900,22.9700,4085124
2019-04-17,23.5400,23.8300,22.7700,22.8500,4889668
2019-04-16,23.7200,24.0600,23.1900,23.4500,2950773
2019-04-15,23.7000,23.8400,23.2727,23.6500,2792250
2019-04-12,23.5300,23.9500,23.1700,23.6300,3837377
2019-04-11,22.5200,23.5000,22.5200,23.4100,6406879
2019-04-10,22.1600,22.5200,22.0647,22.5200,4105873
2019-04-09,22.5700,22.6400,21.9000,22.1000,3241465
2019-04-08,22.8500,22.8500,22.0100,22.3500,3810257
2019-04-05,22.2300,23.2900,22.1900,23.0000,4448124
2019-04-04,23.3400,23.3438,21.8300,22.0000,5684580
2019-04-03,23.3300,23.6300,23.0200,23.3100,3042299
2019-04-02,23.4000,23.4900,22.8100,23.3000,2417398
2019-04-01,23.6000,23.9900,23.0900,23.3500,4967947
2019-03-29,23.7100,23.7800,22.7500,23.5200,4082988
2019-03-28,23.7300,23.7850,23.2300,23.5300,3485701
2019-03-27,24.4000,24.7600,23.4500,23.8000,5393888
2019-03-26,24.0500,24.5100,24.0100,24.3600,2516406
2019-03-25,24.1300,24.1300,22.9501,23.9700,2465472
2019-03-22,24.3400,25.0000,23.9200,24.1500,2934882
2019-03-21,24.2200,24.8600,23.8800,24.6500,4642350
2019-03-20,23.9800,24.6100,23.7302,24.3700,4742494
2019-03-19,24.4500,24.6600,23.6800,24.0400,5182671
2019-03-18,23.5600,24.5450,23.5320,24.2200,6666742
2019-03-15,22.9500,23.7400,22.8800,23.5100,9030148
2019-03-14,22.8200,23.4800,22.8200,22.9000,4640301
2019-03-13,23.0600,23.2800,22.7700,22.8800,5130999
2019-03-12,23.4000,23.6100,22.6300,23.1000,7479713
2019-03-11,23.9600,24.0400,23.1100,23.3200,8467811
2019-03-08,22.9200,23.7200,22.7200,23.7000,5493575
2019-03-07,22.7200,23.5900,22.1400,23.4400,12031751
2019-03-06,23.3200,23.4000,22.5300,22.8800,30676062
2019-03-05,23.2100,25.1400,22.5900,24.0600,10515563
2019-03-04,21.4000,23.2200,21.0000,23.0100,9715906
