timestamp,open,high,low,close,volume
2019-07-24,358.2000,368.9900,357.9950,368.9000,1900434
2019-07-23,363.0000,363.0000,350.8100,357.8000,2344066
2019-07-22,357.4400,358.4699,355.5600,357.6300,1145622
2019-07-19,357.6400,359.1000,355.8500,356.9600,1463296
2019-07-18,358.2900,358.3800,352.7900,356.2100,1704944
2019-07-17,365.3500,365.4700,357.8500,358.4700,1866997
2019-07-16,368.0000,368.4200,365.1600,365.3500,1027121
2019-07-15,369.8400,370.0100,366.9000,367.6900,1010704
2019-07-12,369.2000,369.5100,366.8300,369.4500,1148702
2019-07-11,368.1600,369.3800,366.2100,368.2300,1358023
2019-07-10,370.0000,373.3700,367.8400,368.1600,818745
2019-07-09,367.7500,370.2500,366.0955,369.7300,650988
2019-07-08,368.5400,369.9200,366.7750,369.1800,646804
2019-07-05,369.8800,370.8300,366.6736,369.9200,716882
2019-07-03,367.9400,370.4700,365.3500,370.3800,742109
2019-07-02,361.5800,367.5700,361.0666,367.5700,1053033
2019-07-01,365.4100,366.7700,361.0500,361.4700,1004359
2019-06-28,359.4800,363.7500,357.6700,363.5400,1369653
2019-06-27,359.9300,360.5200,357.2550,359.0900,826517
2019-06-26,361.6400,362.0000,357.0000,359.5000,977659
2019-06-25,360.0000,362.7950,359.7400,360.5600,1169114
2019-06-24,360.4400,362.8800,359.7400,359.9800,1766730
2019-06-21,362.2300,362.7400,357.5700,359.3600,1544872
2019-06-20,357.7700,363.3300,357.7100,362.8000,1049080
2019-06-19,353.7600,356.5450,353.1900,355.7300,816682
2019-06-18,349.4900,354.2800,348.3900,353.5200,826400
2019-06-17,351.2200,352.4100,346.7600,348.6900,904169
2019-06-14,349.0800,352.4600,348.4400,350.1400,1059494
2019-06-13,347.5800,349.7050,344.4000,349.0800,1203880
2019-06-12,344.2300,346.1400,342.3200,345.5100,1132227
2019-06-11,352.0100,352.5500,340.8700,344.0400,1684428
2019-06-10,357.9700,358.6300,350.7300,351.6000,1356231
2019-06-07,353.4500,356.1500,352.4000,355.2300,1125847
2019-06-06,353.3700,354.3400,350.1500,352.5200,1149785
2019-06-05,349.9900,352.8600,348.5100,352.7000,1750507
2019-06-04,345.8800,349.6800,345.8800,349.3500,1573475
2019-06-03,338.0800,344.7800,337.9010,344.5700,1345296
2019-05-31,337.5900,341.1400,337.4850,338.5400,1024169
2019-05-30,340.0000,343.4800,339.7500,341.9600,859051
2019-05-29,336.7800,340.3600,335.2805,339.3400,1184632
2019-05-28,338.9600,341.2800,337.1000,337.8900,3559638
2019-05-24,340.6700,341.6200,337.2650,338.7800,1293099
2019-05-23,339.7200,341.4400,336.0800,340.0700,1461463
2019-05-22,343.2900,343.2900,339.8800,341.3000,1049320
2019-05-21,343.6000,344.8000,339.5000,343.9500,1097997
2019-05-20,337.2400,344.2900,337.2400,342.0100,1388296
2019-05-17,336.4600,340.9500,336.4600,337.9900,1268411
2019-05-16,335.9200,339.6500,334.8500,339.3900,1092362
2019-05-15,335.2900,335.7100,329.9300,334.1500,1126981
2019-05-14,336.0100,340.9150,334.7500,336.1700,1171595
2019-05-13,335.2500,339.7450,333.2000,335.3700,1503998
2019-05-10,337.4100,341.6200,335.2700,341.3500,1205014
2019-05-09,334.0000,340.3300,331.9400,339.3600,1496527
2019-05-08,330.9000,336.8800,330.3500,334.1800,1083968
2019-05-07,334.7400,334.7400,328.8449,330.9000,1176417
2019-05-06,330.5000,336.5300,330.1669,335.7200,812813
2019-05-03,333.5800,335.6400,331.2000,334.0700,806766
2019-05-02,332.0100,332.7000,328.2400,332.5500,962542
2019-05-01,334.2500,337.2100,331.5800,331.8500,1104397
2019-04-30,329.5200,333.8600,328.4622,333.3300,990090
2019-04-29,328.4000,331.1500,327.2100,328.5900,969221
2019-04-26,329.6000,330.7500,327.0800,328.3300,873509
2019-04-25,330.2500,334.2300,328.4600,328.8700,1506514
2019-04-24,333.9000,335.7800,327.8400,330.1200,2089980
2019-04-23,326.5200,337.3150,324.5200,333.1000,3425799
2019-04-22,314.2500,316.2600,313.2700,315.2600,1318968
2019-04-18,311.0300,314.5700,309.4700,314.2600,1107163
2019-04-17,311.2200,312.4300,309.7800,310.5000,1041831
2019-04-16,309.2200,310.6292,308.1000,310.0600,834088
2019-04-15,309.9600,310.0000,307.5400,308.7100,864790
2019-04-12,307.0000,309.7800,306.0301,309.7000,891932
2019-04-11,300.2300,305.8300,300.0000,305.5900,829474
2019-04-10,302.2300,302.3500,297.3300,299.1200,1226188
2019-04-09,304.3600,304.5750,301.1900,302.6800,867130
2019-04-08,301.9900,305.8600,300.6700,305.6600,1121482
2019-04-05,299.9100,302.6600,299.7100,302.5800,705239
2019-04-04,298.1600,302.0500,297.8900,299.6700,789451
2019-04-03,303.6100,304.4000,296.1400,297.2700,1178337
2019-04-02,304.8700,306.7800,302.8700,303.1000,872622
2019-04-01,302.5600,306.1100,301.8400,304.2900,1153998
2019-03-29,297.5000,300.5900,296.7400,300.1600,1211953
2019-03-28,295.0300,295.9400,293.6500,295.6000,567095
2019-03-27,295.6200,297.8939,292.8500,293.9500,835575
2019-03-26,296.0900,297.6000,292.6900,294.9200,882292
2019-03-25,294.4100,295.8195,292.5300,294.1200,779657
2019-03-22,297.6500,298.4034,293.8800,294.0100,942780
2019-03-21,295.3700,300.0680,295.0000,299.0100,1145731
2019-03-20,296.9100,298.7100,295.0635,295.9800,1321836
2019-03-19,299.4800,302.1400,295.4400,296.6000,1504003
2019-03-18,295.8700,298.3600,293.2700,297.6400,1793659
2019-03-15,298.8600,299.2300,293.7700,296.1500,4516526
2019-03-14,303.4200,304.4600,298.3200,298.5100,1178428
2019-03-13,303.0600,304.5600,301.1200,303.4500,1133476
2019-03-12,304.6000,305.3050,300.7900,301.9200,1248945
