timestamp,open,high,low,close,volume
2019-07-24,180.7900,183.4300,179.2500,183.3300,8167668
2019-07-23,180.8900,181.2700,179.0600,180.9000,7192989
2019-07-22,179.6400,180.9800,179.1400,180.5700,4864405
2019-07-19,181.8400,181.8400,179.1400,179.2400,5327073
2019-07-18,178.6300,180.6200,178.5800,180.5300,4738512
2019-07-17,179.5600,180.2050,179.0100,179.1500,3994229
2019-07-16,180.3700,180.8800,178.7300,179.3100,6800162
2019-07-15,180.5600,181.0700,179.9400,180.5700,4490576
2019-07-12,181.3500,181.3500,178.9200,180.3300,7196717
2019-07-11,180.1200,180.9400,179.4600,180.7400,6986642
2019-07-10,178.5800,180.2600,178.5800,179.3100,5110955
2019-07-09,175.4300,177.8900,175.3000,177.7300,4894250
2019-07-08,176.3000,176.6100,175.4000,176.1900,6720284
2019-07-05,175.8600,177.0311,174.5100,176.6600,5840638
2019-07-03,176.0000,176.9900,175.7200,176.8700,4066632
2019-07-02,174.1000,175.3200,173.3000,175.2800,5239069
2019-07-01,175.3300,175.5400,172.7400,173.9400,6121956
2019-06-28,171.9600,173.5500,170.5200,173.5500,8442697
2019-06-27,172.1200,172.4000,170.3200,171.2300,5873376
2019-06-26,171.3900,172.3900,170.8176,171.0600,7129946
2019-06-25,174.8100,174.9400,170.5900,171.2800,9899898
2019-06-24,174.6000,174.7300,172.7200,173.8500,5554877
2019-06-21,173.2700,174.8065,173.1600,173.4400,11728247
2019-06-20,172.5100,173.9400,171.7500,173.7400,11474071
2019-06-19,169.3900,171.2000,169.2100,170.6900,6323865
2019-06-18,170.6500,170.6700,167.5500,169.2800,6969300
2019-06-17,169.7300,170.4200,169.0300,169.5600,6410155
2019-06-14,169.7700,170.6400,168.8400,169.6600,4999905
2019-06-13,172.1400,172.2000,168.7200,169.3500,6901436
2019-06-12,170.3800,171.6200,169.7000,171.5900,6772048
2019-06-11,171.9500,172.1800,168.4200,170.3100,6083065
2019-06-10,171.8400,172.0200,170.5100,170.8200,7565924
2019-06-07,168.0000,171.6100,167.8000,170.0500,10529165
2019-06-06,165.8800,167.4000,164.9400,166.9200,13738473
2019-06-05,163.5000,165.4000,162.6900,165.3900,7769282
2019-06-04,160.2900,162.3700,158.6501,162.3300,6684794
2019-06-03,161.5400,162.8300,156.7500,158.6000,8034590
2019-05-31,160.9100,162.1300,160.5600,161.3300,5079016
2019-05-30,162.8000,163.5000,161.9400,162.7600,4750610
2019-05-29,163.3000,163.5000,161.4800,162.7300,6456044
2019-05-28,163.4000,165.7700,163.3300,163.7100,10202735
2019-05-24,162.7500,163.4100,161.7200,162.6400,4105718
2019-05-23,163.5000,164.2500,160.8200,161.5100,6137978
2019-05-22,163.6000,165.6300,163.4500,164.2400,5416382
2019-05-21,164.5800,164.8590,163.1900,163.8600,9095674
2019-05-20,163.3500,164.7400,162.3300,163.4700,4747352
2019-05-17,163.2900,165.2000,163.2000,164.0900,4582485
2019-05-16,163.4500,165.6036,162.8600,164.8700,9745459
2019-05-15,159.3200,163.1600,159.1038,162.7900,7547009
2019-05-14,158.1000,161.5200,157.9400,160.2100,9756655
2019-05-13,157.1900,158.7200,156.4200,157.3300,9729964
2019-05-10,158.8600,161.3994,157.2700,160.7100,5192495
2019-05-09,158.8600,159.8500,157.1700,159.8100,6813880
2019-05-08,159.7700,161.7000,159.5200,160.7600,5445899
2019-05-07,160.9500,161.7800,158.6800,160.2100,6413553
2019-05-06,158.2100,162.6500,158.2000,162.2800,10442357
2019-05-03,162.3000,162.7400,161.1800,162.0400,4317836
2019-05-02,162.1000,163.0800,160.4300,161.1200,6054926
2019-05-01,165.5400,165.7400,162.7500,162.7900,5248092
2019-04-30,164.9800,165.7000,163.9200,164.4300,6432714
2019-04-29,163.2100,164.5000,163.1000,164.1500,10003563
2019-04-26,161.2600,163.0300,160.4000,162.9300,7525392
2019-04-25,160.5200,161.6000,158.5500,161.0200,8862480
2019-04-24,161.7500,162.0300,160.6500,161.4900,7376521
2019-04-23,161.0000,161.8800,159.8700,161.6600,6522901
2019-04-22,159.2000,160.4800,159.0684,160.4000,4602806
2019-04-18,160.9300,161.1050,159.0007,160.1600,7859406
2019-04-17,160.8700,161.0700,160.3100,160.4400,4609445
2019-04-16,161.0400,161.1000,159.5500,160.2300,6021579
2019-04-15,159.8300,160.4800,159.1900,160.4400,8143172
2019-04-12,158.7100,159.6400,157.8600,159.6400,6745080
2019-04-11,159.1100,159.3000,157.4400,157.8600,5771697
2019-04-10,157.9900,158.7800,157.5200,158.5600,3918581
2019-04-09,156.5600,157.9900,156.4700,157.4900,6364467
2019-04-08,157.5500,157.8501,156.3200,157.7500,5604889
2019-04-05,158.0000,158.6300,157.2300,157.6500,4178703
2019-04-04,158.5300,158.6900,156.5300,157.6400,5100237
2019-04-03,158.5500,159.1100,157.8500,158.4600,8211733
2019-04-02,157.6600,158.1500,156.7500,157.7800,6215113
2019-04-01,157.5300,157.7300,156.5500,157.2600,6420179
2019-03-29,155.7300,156.2900,154.9300,156.1900,12164689
2019-03-28,154.9300,155.0800,153.6100,154.6700,16902229
2019-03-27,155.4700,155.8600,153.3600,154.2200,12253759
2019-03-26,153.7700,155.6000,153.7700,155.3000,15594356
2019-03-25,152.3600,154.0617,151.5400,153.0300,7568185
2019-03-22,154.9900,155.6800,152.8500,153.0700,8120155
2019-03-21,153.3200,156.6800,153.3100,155.8000,7027220
2019-03-20,154.3400,154.8700,152.7134,153.7500,6391356
2019-03-19,155.9500,155.9500,154.1400,154.5900,9236084
2019-03-18,155.9200,156.4100,154.4200,154.9600,9689378
2019-03-15,153.7200,156.8200,153.3600,155.4600,20162038
2019-03-14,152.5600,154.6900,152.3000,154.2000,9364876
2019-03-13,152.3000,154.0400,152.0400,152.4700,8308885
2019-03-12,151.0000,153.1400,150.8700,151.7300,9465366
2019-03-11,148.1100,150.9700,148.0200,150.6700,9361495
2019-03-08,145.4400,147.4800,144.5000,147.3500,5168083
2019-03-07,147.2600,147.8100,146.0400,146.8300,8761650
2019-03-06,148.0000,148.5200,147.4200,147.8100,8186390
2019-03-05,148.0000,149.2900,147.8300,147.9500,9678771
2019-03-04,150.0700,150.1900,146.9510,147.9600,6979679
